pathway_id,algorithm,precision,recall,f1_score,hits_at_1,hits_at_3,hits_at_5,relation_type_accuracy,path_edit_distance,hub_node_ratio,path_length_mae,path_length_accuracy,mrr,time_ms
Aspirin_Arthritis_Rheumatoid,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.02891700000873243
imatinib_Gastrointestinal_stromal_tumor,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.02358400001867267
Troglitazone_Diabetes_Mellitus_Type_2,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.03229100002499763
dofetilide_Atrial_fibrillation,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.020833000007769442
Terfenadine_Rhinitis_Vasomotor,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.017500000012660166
Piribedil_Parkinsonism,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,0.0,3,0.4,1.0,0.02637500006130722
dexibuprofen_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.019250000150350388
metharbital_Epilepsy,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,1.0,4,0.33333333333333337,1.0,0.022791999981564004
eptacog_alfa_activated_Factor_VII_deficiency,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,0.0,3,0.4,1.0,0.037416999930428574
etodolac_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.0128340000173921
norepinephrine_Low_blood_pressure,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.026708000177677604
aripiprazole_Infantile_autism,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,1.0,4,0.33333333333333337,1.0,0.03166700003021106
melevodopa_Parkinsonism,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.01874999998108251
methoxamine_Low_blood_pressure,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.01341600000159815
flurbiprofen_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.012125000012019882
Diphenhydramine_Rhinitis_Vasomotor,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.02041599987023801
tolmetin_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.014083999985814444
sorafenib_Renal_cell_carcinoma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,0.5,8,0.19999999999999996,1.0,0.018416999864712125
midostaurin_Mast_cell_leukemia,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.020124999991821824
sulfasalazine_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.012874999811174348
pegvisomant_Acromegaly,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.025583000024198554
diclofenac_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.015749999874969944
sulindac_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.011209000149392523
sunitinib_Gastrointestinal_stromal_tumor,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,0.5,8,0.19999999999999996,1.0,0.02645799986566999
sunitinib_Renal_cell_carcinoma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,0.5,8,0.19999999999999996,1.0,0.012582999943333562
mephentermine_Low_blood_pressure,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.02325000014025136
norethindrone_acetate_Endometriosis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,1.0,2,0.5,1.0,0.028417000066838227
aceclofenac_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.01250000013897079
methotrexate_Burkitt's_lymphoma,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.037375000147221726
methotrexate_Malignant_tumor_of_lung,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.025584000013623154
gabapentin_enacarbil_Restless_legs,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.02083399999719404
ibuprofen_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.015999999959603883
dexamfetamine_Attention_deficit_hyperactivit,Shortest Path,1.0,0.2857142857142857,0.4444444444444445,1,1,1,0.0,0.7142857142857143,0.5,5,0.2857142857142857,1.0,0.030499999866151484
tretinoin_Acute_promyelocytic_leukemia_F,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.03412499995647522
secobarbital_Epilepsy,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,1.0,4,0.33333333333333337,1.0,0.01720800014481938
indomethacin_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.023374999955194653
ruxolitinib_Polycythemia_vera,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.013500000022759195
tiaprofenic_acid_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.010665999980119523
Thiopental_Epilepsy,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,1.0,4,0.33333333333333337,1.0,0.018291999822395155
pazopanib_Renal_cell_carcinoma,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.022040999965611263
calcifediol_Renal_osteodystrophy,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.0,2,0.5,1.0,0.01170799987448845
calcifediol_Hypophosphatemia,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.0,2,0.5,1.0,0.012459000117814867
calcifediol_Rickets,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.0,2,0.5,1.0,0.01816700000745186
vernakalant_Atrial_fibrillation,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.012875000038548023
chlorphenamine_Vasomotor_rhinitis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.01799999995455437
cabozantinib_Renal_cell_carcinoma,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.01308300011260144
piroxicam_Rheumatoid_arthritis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.010624999958963599
salicylic_acid_Rheumatoid_arthritis,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.01754200002324069
glipizide_Diabetes_mellitus_type_2,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.016582999933234532
tamibarotene_Acute_promyelocytic_leukemia_F,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.0,2,0.5,1.0,0.012583000170707237
fenoprofen_Rheumatoid_arthritis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.009750000117492164
loxoprofen_Rheumatoid_arthritis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.013667000075656688
doxepin_Anxiety,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.02320799990229716
glibenclamide_Diabetes_mellitus_type_2,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.02191600015066797
phenobarbital_Epilepsy,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,1.0,4,0.33333333333333337,1.0,0.013667000075656688
phenobarbital_Tonic-clonic_seizure,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.05474999989019125
phenobarbital_Simple_partial_seizure,Shortest Path,1.0,0.3333333333333333,0.5,1,1,1,0.0,0.6666666666666666,0.5,4,0.33333333333333337,1.0,0.01975000009224459
risperidone_Autistic_Disorder,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.020707999965452473
salicylsalicylic_acid_Arthritis_Rheumatoid,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.014792000001762062
tolazamide_Diabetes_Mellitus_Type_2,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.012499999911597115
carbimazole_Hyperthyroidism,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,1.0,2,0.5,1.0,0.012125000012019882
carbimazole_Graves'_disease,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,1.0,2,0.5,1.0,0.005625000085274223
lisdexamfetamine_Attention_deficit_hyperactivit,Shortest Path,1.0,0.25,0.4,1,1,1,0.0,0.75,0.5,6,0.25,1.0,0.014208000038706814
hydrocortisone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.021958999923299416
hydrocortisone_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.01970899984371499
hydrocortisone_Berylliosis,Shortest Path,1.0,0.18181818181818182,0.3076923076923077,1,1,1,1.0,0.8181818181818182,0.5,9,0.18181818181818177,1.0,0.033624999787207344
hydrocortisone_Brain_Edema,Shortest Path,1.0,0.18181818181818182,0.3076923076923077,1,1,1,1.0,0.8181818181818182,0.5,9,0.18181818181818177,1.0,0.018124999996871338
hydrocortisone_Bursitis,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.018959000044560526
hydrocortisone_Dermatitis_Atopic,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.02366699982303544
hydrocortisone_Dermatitis_Contact,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.018083999975715415
hydrocortisone_Eye_Diseases,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.026790999982040375
hydrocortisone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,0.5,8,0.19999999999999996,1.0,0.0178749999122374
hydrocortisone_Pemphigus,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.019709000071088667
hydrocortisone_Serum_Sickness,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,1.0,0.8,0.5,8,0.19999999999999996,1.0,0.022209000007933355
naproxen_Arthritis_Rheumatoid,Shortest Path,1.0,0.4,0.5714285714285715,1,1,1,0.0,0.6,1.0,3,0.4,1.0,0.01608399998076493
promazine_Porphyria_Acute_Intermittent,Shortest Path,1.0,0.25,0.4,1,1,1,0.0,0.75,0.5,6,0.25,1.0,0.03133299992441607
methylprednisolone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,1.0,7,0.2222222222222222,1.0,0.021500000002561137
methylprednisolone_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.03812500017374987
methylprednisolone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,0.5,7,0.2222222222222222,1.0,0.017916999922817922
triamcinolone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,1.0,7,0.2222222222222222,1.0,0.0222920000396698
triamcinolone_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.03025000000889122
triamcinolone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,0.5,7,0.2222222222222222,1.0,0.022209000007933355
cortisone_acetate_Arthritis_Rheumatoid,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,1.0,7,0.2222222222222222,1.0,0.018375000081505277
cortisone_acetate_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.017374999970343197
cortisone_acetate_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,0.5,7,0.2222222222222222,1.0,0.017583000044396613
prednisolone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,1.0,7,0.2222222222222222,1.0,0.01808300021366449
prednisolone_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.017249999928026227
prednisolone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,0.5,7,0.2222222222222222,1.0,0.014875000033498509
betamethasone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,1.0,7,0.2222222222222222,1.0,0.02058300015050918
betamethasone_Asthma,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.025290999928984093
betamethasone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2222222222222222,0.3636363636363636,1,1,1,0.0,0.7777777777777778,0.5,7,0.2222222222222222,1.0,0.0351250000676373
prednisone_Angioedema,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.03337499992994708
prednisone_Arthritis_Psoriatic,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.018666999949346064
prednisone_Arthritis_Rheumatoid,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,1.0,8,0.19999999999999996,1.0,0.02112499987561023
prednisone_Asthma,Shortest Path,1.0,0.18181818181818182,0.3076923076923077,1,1,1,0.0,0.8181818181818182,1.0,9,0.18181818181818177,1.0,0.01874999998108251
prednisone_Autoimmune_Diseases,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.018916999806606327
prednisone_Berylliosis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.023541000018667546
prednisone_Dermatitis_Atopic,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.021041000081822858
prednisone_Dermatitis_Contact,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.015999999959603883
prednisone_Dermatitis_Exfoliative,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.021041999843873782
prednisone_Hodgkin_Disease,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.02187499990213837
prednisone_Lupus_Erythematosus_Systemic,Shortest Path,1.0,0.2,0.33333333333333337,1,1,1,0.0,0.8,0.5,8,0.19999999999999996,1.0,0.017833000129030552
prednisone_Lymphoma_Follicular,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.031083000067155808
prednisone_Lymphoma_T-Cell_Cutaneous,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.0324160000673146
prednisone_Multiple_Sclerosis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.024625000150990672
prednisone_Musculoskeletal_Diseases,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,0.5,2,0.5,1.0,0.02891700000873243
prednisone_Nephrotic_Syndrome,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.017957999943973846
prednisone_Pemphigus,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.011749999885068974
prednisone_Psoriasis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.02116699988619075
prednisone_Pulmonary_Eosinophilia,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.013832999911755905
prednisone_Rheumatic_Heart_Disease,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.024582999913036474
prednisone_Sarcoidosis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.028292000024521258
prednisone_Serum_Sickness,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.01762499982760346
prednisone_Skin_Diseases,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.029083000072205323
prednisone_Tennis_Elbow,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.025832999881458818
prednisone_Thyroiditis,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,1.0,0.5,0.5,2,0.5,1.0,0.022291000050245202
Acebutolol_Hypertension,Shortest Path,1.0,0.5,0.6666666666666666,1,1,1,0.0,0.5,1.0,2,0.5,1.0,0.01962500004992762
diflunisal_Rheumatoid_arthritis,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,1.0,2,0.6,1.0,313.0461659998218
bromocriptine_Hyperprolactinemia,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,135.82470899996224
amobarbital_Epilepsy,Hub-Penalized,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,1,1.0,0.6666666666666666,0.6666666666666666,3,0.5,1.0,172.57495800004108
capecitabine_Malignant_tumor_of_stomach,Hub-Penalized,0.6666666666666666,0.5,0.5714285714285715,1,1,1,0.5,0.5,0.6666666666666666,1,0.75,1.0,524.4932909999989
oxaprozin_Rheumatoid_arthritis,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,0.0,0.6,0.6666666666666666,2,0.6,1.0,207.11229199991976
regorafenib_Gastrointestinal_stromal_tumor,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,70.08566699983021
abiraterone_acetate_Malignant_tumor_of_prostate,Hub-Penalized,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,0.6666666666666666,4,0.4285714285714286,1.0,38.049041000022044
abiraterone_acetate_Malignant_tumor_of_prostate_2,Hub-Penalized,0.6666666666666666,0.4,0.5,1,1,1,1.0,0.6,0.6666666666666666,2,0.6,1.0,34.63008299991088
abiraterone_acetate_Malignant_tumor_of_prostate_4,Hub-Penalized,0.6666666666666666,0.2857142857142857,0.4,1,1,1,1.0,0.7142857142857143,0.6666666666666666,4,0.4285714285714286,1.0,33.47254199979943
alfacalcidol_Chronic_Kidney_Disease-Mineral,Hub-Penalized,0.5,0.4,0.4444444444444445,1,1,1,0.3333333333333333,0.6,0.0,1,0.8,1.0,175.96287500009566
alfacalcidol_Chronic_Kidney_Disease-Mineral_2,Hub-Penalized,0.5,0.4,0.4444444444444445,1,1,1,0.3333333333333333,0.6,0.0,1,0.8,1.0,154.649832999894
alfacalcidol_Chronic_Kidney_Disease-Mineral_3,Hub-Penalized,0.5,0.4,0.4444444444444445,1,1,1,0.3333333333333333,0.6,0.0,1,0.8,1.0,154.65654100012216
Dyphylline_Asthma,Hub-Penalized,1.0,0.75,0.8571428571428571,1,1,1,1.0,0.25,1.0,1,0.75,1.0,149.11754199988536
Tirofiban_Acute_Coronary_Syndrome,Hub-Penalized,1.0,0.6,0.7499999999999999,1,1,1,1.0,0.4,0.6666666666666666,2,0.6,1.0,40.36737499995979
